Location,Latitude,Longitude,Vegetation_Type,Biodiversity_Index,Protected_Area,Elevation_m,Slope_Degree,Soil_Type,Air_Quality_Index,Average_Temperature_C,Flood_Risk,Tourist_Attractions,Accessibility_Score,Tourist_Capacity_Limit,Climate_Risk_Score
Site 2243,33.31227340333959,-121.6168023497462,Wetland,0.9029528235094509,True,350,3,Loam,22,29.984354779689014,High,6,6,715,0.2556559745815948
Site 2244,49.817500647652395,-92.7646915713046,Mountain,0.7137155355801071,False,186,29,Sandy,58,27.974625991254584,High,3,1,74,0.32314422293680967
Site 2245,44.227843753501574,-110.08416281802891,Wetland,0.5566991636724543,False,3418,5,Loam,47,-5.522282393096005,High,8,4,525,0.21370078968323297
Site 2246,30.857827561743576,-126.70571614861367,Forest,0.7168635313230081,True,2670,48,Sandy,147,-0.41252335816422203,Moderate,5,9,832,0.25255562889974814
Site 2247,12.545636371465694,-83.20173134202102,Mountain,0.7286498989984489,True,1432,29,Loam,20,27.83167398895847,High,2,3,251,0.88875765440163
Site 2248,43.25494057542839,-69.60604557785422,Wetland,0.7754720969203015,True,3830,7,Sandy,32,-3.971043758574231,High,3,6,920,0.5321465118189962
Site 2249,33.95914032708842,-118.59681418658242,Forest,0.552791356452214,True,2118,17,Sandy,113,19.71155900910661,High,7,2,659,0.19991212106566197
Site 2250,14.597319882382674,-73.13104396632696,Wetland,0.9957009315248058,False,3892,15,Rocky,39,-9.95567906369259,Moderate,9,5,638,0.32927073578981825
Site 2251,13.754291392934249,-70.26229865241407,Grassland,0.6220684104034532,True,1967,5,Clay,9,15.268484107006898,Moderate,1,9,513,0.9545512746070866
Site 2252,46.3850727774637,-65.99616901334615,Forest,0.5992762017685465,True,3398,23,Rocky,72,9.784016873708914,Low,6,2,486,0.5583391211253468
Site 2253,36.76801051752314,-111.43004376397633,Grassland,0.7634014594279683,True,3283,27,Clay,35,8.841011188670599,Moderate,9,3,921,0.5640708666886014
Site 2254,43.17147197267022,-66.72328543670776,Forest,0.7686040896974443,False,308,31,Loam,74,23.16767003013579,High,7,2,528,0.5730803774214116
Site 2255,45.15915601129069,-107.55360716844974,Forest,0.7199103689166222,False,3179,24,Clay,134,-6.770626190082747,Moderate,3,2,882,0.2004551329312872
Site 2256,32.87089408193289,-91.3363390581148,Mountain,0.8859460731626272,True,2224,27,Rocky,114,5.093285756403937,Moderate,7,6,418,0.9732822927945832
Site 2257,30.69785407020165,-126.46447704174025,Grassland,0.7583272003643013,False,426,20,Clay,15,7.84154179893196,Moderate,2,6,428,0.17603717261339302
Site 2258,27.21709641283961,-126.92832381418795,Grassland,0.8048477275724921,False,2787,7,Rocky,44,-5.0429376137113335,High,2,5,160,0.730034578978627
Site 2259,22.677863511644773,-79.5738751087458,Grassland,0.8618731927038927,True,530,35,Clay,26,-6.573338145026564,Low,1,2,172,0.1519883370617392
Site 2260,27.38383843434847,-98.88640154155462,Forest,0.5125125507819333,False,3905,8,Loam,21,-2.8154278177065795,Low,3,1,103,0.49923259337667325
Site 2261,40.955186229206255,-112.05953372415478,Grassland,0.7853220912725224,True,2465,39,Loam,142,-0.35809100080783196,Low,1,3,520,0.9097104457055595
Site 2262,34.07693724060526,-116.67105527825629,Grassland,0.9420972356141846,True,247,20,Clay,7,28.642423098288077,Low,8,3,255,0.7916000881465127
Site 2263,45.70093159819385,-83.10325563985474,Mountain,0.508694371462717,True,2256,0,Clay,115,9.024548450067307,Moderate,8,9,216,0.4012084194698834
Site 2264,27.73520057516751,-129.97189191822622,Wetland,0.7025910519004805,False,215,3,Loam,135,10.411561306901017,Low,4,4,484,0.5962129893518494
Site 2265,34.28358314875016,-73.5876181562202,Wetland,0.9631137251029149,True,712,9,Clay,86,18.279928198429435,Moderate,1,9,837,0.24874719005641227
Site 2266,35.25230212367955,-124.45252757090498,Grassland,0.676577201141269,False,437,25,Sandy,116,17.370671912143617,Moderate,2,1,650,0.9605082154821741
Site 2267,33.66788649225302,-116.59572695643163,Grassland,0.7293644121001204,False,1792,39,Loam,15,10.111096084518628,Low,2,3,60,0.7378096093737974
Site 2268,38.10535092342065,-102.96345232906373,Grassland,0.9907706965221563,False,1641,2,Loam,112,3.59353576738037,High,2,1,432,0.4368643848789999
Site 2269,19.49733873499225,-96.05988821987275,Grassland,0.599661929475287,False,2358,43,Rocky,56,3.242067743497582,Low,9,6,523,0.3861411356388502
Site 2270,30.494551101831625,-105.15034189302408,Wetland,0.532627594562503,True,3854,8,Rocky,132,-7.691570644419552,Low,7,1,558,0.3147748745997524
Site 2271,14.168992112333907,-107.55014845109943,Mountain,0.9297112954306521,True,382,31,Sandy,43,25.985205570897023,Moderate,9,2,613,0.807867594328244
Site 2272,25.3804531057925,-62.525879154876804,Forest,0.9342326706061843,False,980,2,Clay,70,20.775780949070267,Moderate,2,9,774,0.49115282537027005
Site 2273,29.506682744850576,-85.0894223129624,Grassland,0.7360389173400066,True,1294,3,Sandy,36,14.933729652059775,Low,5,1,103,0.3971954989399822
Site 2274,36.088970381818896,-128.3596931242828,Grassland,0.7571035872386431,False,120,5,Clay,123,5.843269728568972,Low,1,4,296,0.9146995723361958
Site 2275,48.02124210344814,-99.88768640889808,Wetland,0.9179031848089181,False,406,8,Rocky,27,13.29862922603509,High,2,6,630,0.23519615281431452
Site 2276,34.026042661934234,-68.74939101792208,Grassland,0.8692797490578976,True,244,25,Clay,67,9.403592198743983,High,4,2,568,0.3374519446575528
Site 2277,39.74375664706239,-108.89806695125324,Mountain,0.6325745011085053,False,65,1,Rocky,112,0.9573991391553616,High,1,1,189,0.4102891412318651
Site 2278,30.25064237980811,-123.38105586579283,Mountain,0.5084466775357592,True,2989,1,Loam,45,1.9429098683213741,Moderate,8,4,947,0.33386633699358037
Site 2279,35.364161255053254,-76.91306598870575,Grassland,0.7398500812667729,False,227,49,Loam,99,24.979188258242203,High,6,3,920,0.6268627370989945
Site 2280,12.837288645350938,-87.57903176447431,Wetland,0.9294561630478206,False,881,20,Clay,25,15.396322899036118,Moderate,1,7,454,0.6409280003526375
Site 2281,20.17566323367388,-90.07812445214472,Grassland,0.9479173383450811,False,2184,21,Rocky,74,-9.943100610314852,Moderate,9,7,555,0.1492740752352546
Site 2282,24.474123728205548,-126.24964082748144,Grassland,0.9781130985380769,False,2241,2,Sandy,111,3.0748706042523146,Low,1,7,273,0.23007615765834183
Site 2283,28.899734200260543,-120.16506931431378,Wetland,0.9397816188063906,True,705,34,Rocky,62,3.597818589014153,High,4,9,630,0.27867588074141036
Site 2284,11.82594982009535,-86.42154226508204,Mountain,0.7900217776490492,False,657,49,Rocky,111,18.253422378064638,Low,5,9,396,0.16329526166351815
Site 2285,15.600963902132708,-115.4523310978815,Forest,0.7223027996180504,False,2704,37,Rocky,142,18.018133699244462,Low,9,4,912,0.21228579036938172
Site 2286,21.07257231165223,-94.71509441761029,Grassland,0.8874249232670495,True,1512,32,Loam,98,8.566194120208365,Moderate,2,9,423,0.3156862500870603
Site 2287,48.86130763604203,-91.85828197794245,Mountain,0.8699108171827983,False,3655,14,Rocky,8,28.039176512455782,High,9,7,253,0.4110585466489921
Site 2288,23.25388028412203,-110.15449668103425,Grassland,0.7690717150407271,False,3425,10,Clay,74,24.889166789365838,Low,1,6,682,0.8121781108563102
Site 2289,29.2816423244833,-63.6102391120955,Forest,0.5436636862792346,False,929,9,Loam,21,24.648428589160858,Moderate,4,9,341,0.2961145710003924
Site 2290,17.843908509535716,-71.02751252150975,Wetland,0.9630406733934593,False,1727,35,Loam,36,3.930620438865118,Low,7,4,326,0.7030232482990135
Site 2291,34.43120284303073,-79.4338544657041,Mountain,0.7278012687508311,False,2603,13,Loam,56,7.239991566097185,High,4,1,358,0.15209291762625193
Site 2292,21.22732862063897,-124.54042935134136,Forest,0.6816668909581322,False,1180,1,Rocky,113,6.758476981132908,Moderate,8,6,303,0.6924168336733667
Site 2293,18.27970313753707,-122.57089864836864,Grassland,0.8147836975843858,True,957,44,Sandy,139,7.610675298559887,High,7,1,708,0.8152472850896869
Site 2294,30.66290513783916,-95.5053057894531,Forest,0.8369189805834885,False,3547,47,Rocky,134,25.56843180043466,Low,6,9,52,0.6443271539601669
Site 2295,10.220231966416833,-118.750065556631,Mountain,0.6053439585151508,True,1039,43,Rocky,102,-0.035172017208005,Moderate,5,5,237,0.28125306133739514
Site 2296,10.306561305969012,-61.52141755293681,Wetland,0.9184694224049781,False,1101,36,Sandy,40,22.08780283837293,Low,3,2,386,0.39736721247616547
Site 2297,18.76275236407431,-118.90358361808134,Grassland,0.644968546831189,True,2099,28,Rocky,104,10.561599001790938,Low,8,8,399,0.8246632139751359
Site 2298,11.468854500032846,-95.87725151752181,Wetland,0.5933419629571584,True,513,34,Clay,105,-0.03663257066870784,High,4,6,149,0.48877470324213057
Site 2299,14.321030165227654,-104.51152602109462,Wetland,0.7031999264272487,True,3575,19,Sandy,43,11.091751154382166,Moderate,8,3,506,0.3297111831355353
Site 2300,23.554425973550064,-85.24295049821313,Forest,0.8652800404487326,True,743,20,Clay,129,-2.1823351730382745,Low,1,2,467,0.9394223829179852
Site 2301,42.103427183192515,-120.96745137774026,Forest,0.9827290892199017,False,3132,33,Clay,144,-5.672828099718603,High,2,4,206,0.6736193709495315
Site 2302,32.88194573477203,-99.87785003703263,Mountain,0.9046406321857166,False,3203,48,Loam,121,23.52709671328204,High,2,1,251,0.8251432394933977
Site 2303,30.506709038256655,-110.77064770349995,Mountain,0.9701741888350959,False,1405,42,Loam,149,17.972880937226392,Moderate,6,1,933,0.12205169641567401
Site 2304,21.739552928324866,-67.85739327298184,Wetland,0.5703029020382634,True,3635,32,Sandy,0,-1.800840391445245,Low,5,5,746,0.40540292484678986
Site 2305,47.270148777312656,-127.15900015057134,Mountain,0.5355883994318384,True,1832,18,Rocky,93,27.69178921034596,Moderate,7,9,378,0.5130072121446972
Site 2306,25.880601649487666,-66.03907541954786,Wetland,0.7788523809533356,True,2739,7,Clay,13,-9.024065066350033,Moderate,2,5,89,0.6286793987221866
Site 2307,13.48371067183086,-71.69041030128997,Grassland,0.6451487415220172,True,542,30,Rocky,99,3.3312074820072546,Low,9,6,355,0.270974697823118
Site 2308,34.68266064471205,-109.17004984914291,Wetland,0.9140274864846365,True,2457,10,Clay,101,-9.133878460338533,Moderate,2,9,764,0.5481581974472653
Site 2309,14.553535739064056,-74.74965417260267,Mountain,0.835993935701163,True,2202,7,Loam,52,-4.308096268426671,Moderate,1,3,196,0.7170628309207189
Site 2310,23.808925712067683,-127.81505077628768,Mountain,0.9853640819928973,True,2680,24,Loam,5,-2.7968249534635437,Moderate,2,4,967,0.41128845102282174
Site 2311,30.296477548712353,-62.319411479462445,Wetland,0.627396177865652,False,2098,48,Loam,89,22.413394709222707,High,3,2,291,0.7222979827342532
Site 2312,44.96890098740703,-93.13835401871475,Forest,0.7428920571776162,True,3071,19,Sandy,63,29.721586821335386,Low,6,4,228,0.4506886363346565
Site 2313,29.741863213604745,-108.77032817541883,Wetland,0.7506202387126766,False,3041,37,Clay,87,24.69281098444221,Moderate,7,8,98,0.5225170621345971
Site 2314,38.09035064126657,-104.61917511837261,Wetland,0.6195883974286881,False,3166,6,Rocky,32,15.405319551281522,High,6,2,229,0.22086361051503994
Site 2315,49.712673559962816,-125.35162525776518,Forest,0.7950466997440039,True,1711,12,Clay,71,18.91693720229689,High,1,4,940,0.6861471094556238
Site 2316,15.259564795919264,-60.74553401705725,Grassland,0.7216429930396198,True,3594,38,Rocky,43,10.912839760827406,Moderate,9,8,711,0.3018481192210348
Site 2317,20.98926102078078,-127.24956383945153,Forest,0.7233607779949368,True,1927,42,Rocky,106,6.901744265919675,Low,8,7,930,0.8459651161423832
Site 2318,25.783043023905854,-84.15650137964987,Mountain,0.6813683239862418,True,2571,9,Rocky,33,17.68675723369757,High,2,9,800,0.5980990339422613
Site 2319,26.873127141553255,-99.00848506054791,Forest,0.5084646762127676,False,354,7,Clay,1,28.924667440375288,Moderate,1,2,365,0.6042310746536842
Site 2320,26.44084301062183,-63.575864726789945,Mountain,0.7610476184573944,True,3116,41,Loam,135,-8.844238305747322,Low,7,4,769,0.9212288701723378
Site 2321,46.3044401022622,-112.78001817852433,Mountain,0.6676239178501655,False,2849,42,Sandy,116,2.563398012961038,Low,3,9,258,0.25066244017853767
Site 2322,38.56130577867425,-92.75392232433921,Wetland,0.5006599344921648,True,1228,19,Sandy,120,3.2023921202848182,Moderate,3,6,537,0.5772112100898996
Site 2323,34.31620856362815,-96.23506539920729,Wetland,0.653971853830966,False,1754,16,Loam,31,6.570034232803984,High,9,9,296,0.44398450940129885
Site 2324,22.374908714511285,-80.7993489164929,Grassland,0.6393141665448785,False,2887,10,Sandy,55,15.075685876057946,Low,2,9,568,0.9696916675897094
Site 2325,42.95161536885179,-125.23928376333056,Mountain,0.6967240766118179,False,3502,15,Rocky,93,10.550126499188053,Low,5,7,680,0.8134426421632454
Site 2326,48.202420459399555,-116.43476089836516,Wetland,0.5659259948216985,False,2303,36,Sandy,6,-9.250838038968352,Low,4,7,486,0.7817507781661486
Site 2327,42.84793130200906,-114.9804625935005,Mountain,0.7538419123175422,False,247,41,Clay,87,6.464383135414863,Low,1,8,592,0.28370922052122066
Site 2328,10.062604207658916,-78.32944716108173,Grassland,0.846220176259065,True,532,31,Loam,129,14.777948180932128,High,6,2,949,0.31359092126352056
Site 2329,35.45605480733628,-116.76029125712819,Mountain,0.8150927845272862,True,2088,25,Loam,34,10.192988997219366,High,6,7,398,0.12626274465264595
Site 2330,12.045415257684029,-89.85557652763163,Grassland,0.9018774737845954,True,3530,36,Loam,97,24.882474567252572,Moderate,1,6,568,0.6746818257482102
Site 2331,20.304288813348876,-114.93293256493324,Grassland,0.7260041439935405,False,789,8,Loam,21,5.943826826720819,Moderate,7,7,796,0.4337518436543628
Site 2332,12.380988013910867,-69.6862534941215,Grassland,0.7595458651698641,True,1300,34,Clay,58,-9.49765280692354,High,6,6,436,0.3808366249368996
Site 2333,34.15181811797551,-64.0470181857253,Wetland,0.9052009704294917,False,1947,2,Rocky,51,1.3959407021799528,Moderate,4,3,330,0.6733281029598146
Site 2334,37.46359653970427,-93.70549175404317,Forest,0.7138505854096193,False,2242,30,Rocky,148,-4.573094921240473,Low,7,5,467,0.8458188537308907
Site 2335,14.579505522636204,-105.33837810535752,Forest,0.8507996749497985,True,1094,41,Rocky,139,0.00921293811300572,High,3,3,850,0.21972659139387357
Site 2336,25.353555321799178,-113.61595574877506,Wetland,0.7173011843589959,False,3341,6,Sandy,10,4.483520721474999,Low,6,6,656,0.9267953085153714
Site 2337,28.249460358221683,-126.51532989338693,Mountain,0.7088680972557813,True,1358,1,Rocky,121,17.066226092846215,High,6,3,393,0.13084410618667988
Site 2338,24.762120870436664,-111.20499466617532,Wetland,0.8801028122645802,False,3656,24,Sandy,13,2.966799811927192,High,6,2,943,0.18559570621162058
Site 2339,14.841000019407723,-84.20349540382774,Mountain,0.5874184577331056,True,307,39,Clay,32,25.36436700255466,Moderate,3,4,87,0.854315325209777
Site 2340,26.757911607499018,-92.64681480835523,Grassland,0.6692929859707868,False,1450,11,Sandy,101,1.9827163755852908,High,5,9,415,0.5434334441357987
Site 2341,40.04712191233672,-63.917110520335086,Wetland,0.6120861383734508,True,3270,29,Rocky,76,-4.52266351433956,Moderate,1,1,430,0.9453293688437894
Site 2342,12.840306581330218,-102.26059162558096,Forest,0.6795549714837985,True,2123,29,Loam,25,-3.2453833011630806,High,6,8,175,0.5154876969320986
Site 2343,13.207200563276139,-81.42956603701239,Mountain,0.615187411183012,False,786,28,Clay,141,27.383194555278465,Low,7,5,821,0.9335106873601976
Site 2344,24.19085167343937,-95.7474076767415,Wetland,0.7897028155433273,False,2842,40,Rocky,64,8.19257885195034,Low,5,2,225,0.3156666630676249
Site 2345,47.669028464757005,-94.11966488530518,Wetland,0.8990854013089227,False,3729,10,Rocky,45,6.125042722500005,Low,5,9,150,0.6548046604917187
Site 2346,36.742905868916566,-111.25579797771178,Mountain,0.8933065306089509,True,1548,22,Rocky,126,-7.2439647560589515,Low,6,2,878,0.9950212026511793
Site 2347,37.14679826690259,-98.15344562106003,Grassland,0.6822504822743962,True,1898,16,Clay,93,19.33284275127674,Low,7,3,540,0.4384565272518829
Site 2348,24.4767996335146,-97.04505020911049,Grassland,0.9943802029471309,False,1664,12,Loam,73,17.786101031067997,Low,4,1,242,0.10130921605799159
Site 2349,33.74643164834154,-80.53502347757463,Grassland,0.7969271823529004,True,2277,32,Loam,127,5.02962197739031,High,7,1,130,0.15764698493383505
Site 2350,10.405247361109735,-64.15520005697203,Grassland,0.6997001508891474,True,2132,0,Loam,73,17.67054198735519,Moderate,5,2,927,0.8731536431920405
Site 2351,35.44384185638169,-106.9475105762247,Mountain,0.9177696396207127,False,1185,39,Rocky,139,4.698070420535249,High,7,2,504,0.5426970716392188
Site 2352,46.53147790304947,-127.0459671993091,Forest,0.8649370063213204,True,2444,12,Sandy,101,-7.073679144230227,Low,1,6,383,0.5830463785489338
Site 2353,34.50293873379277,-95.25934121495521,Wetland,0.8746376684120523,True,3948,37,Rocky,46,19.52397509231104,Low,2,8,622,0.8194834942081246
Site 2354,44.947943738653805,-91.88770674955819,Wetland,0.5980696748669359,True,1394,2,Loam,26,28.608051735108248,High,2,4,178,0.8304211078683075
Site 2355,38.95892221864375,-118.20916142076594,Grassland,0.7341621536842775,False,3634,15,Clay,85,15.931621126963314,Moderate,7,3,55,0.5296791771869109
Site 2356,14.822336656147609,-76.76747756067533,Mountain,0.9309140654123014,True,214,41,Sandy,67,1.0584494085742193,Moderate,9,2,507,0.8722546990915436
Site 2357,46.09813229143367,-61.05496240909558,Forest,0.7520190038143786,False,3072,6,Sandy,108,0.7968114185961319,Moderate,7,1,70,0.5215824625057093
Site 2358,12.657753774230995,-63.79576980940773,Forest,0.8417263717105252,True,376,2,Rocky,56,27.159103859476033,Moderate,6,8,244,0.7075192369366133
Site 2359,31.35869890191055,-116.20257728234435,Wetland,0.7939668665171322,True,2459,13,Clay,139,2.1316122959114914,Low,3,7,900,0.130025647955392
Site 2360,15.685484951738307,-68.72457320694676,Grassland,0.9211783938591911,True,3706,15,Sandy,147,20.727689335312725,Low,5,2,77,0.2241994481755322
Site 2361,10.468264429236163,-80.68544545118206,Wetland,0.6422804198808013,True,2847,3,Loam,44,15.71659929216052,Moderate,2,7,499,0.8662780335282542
Site 2362,26.88137040510556,-98.23074053351618,Wetland,0.7877376389431825,True,3271,30,Rocky,22,13.704072450222803,High,9,6,972,0.3818065800738383
Site 2363,21.80162830616625,-92.15723039726896,Forest,0.561617334004902,False,1206,12,Rocky,33,-2.7570047439166023,High,6,8,541,0.40126954653513736
Site 2364,29.44001975190412,-70.52798775122793,Mountain,0.8451053883497339,True,409,26,Loam,20,-8.623558163819016,Low,9,6,977,0.6966920774250533
